Wojewódzkim Komitecie Założycielskim „S” Niezależny Samorządny Związek Zawodowy Rolników Indywidnal-nych „Solidarność”,1
Zagłębiu Miedziowym,1
Wojewódzkim Przedsiębiorstwie Przemysłu Zbożowo Młynarskiego,1
Wojewódzkim Ośrodku Ruchu Drogowego,1
Międzyzakładowym Domu Kultury w,1
Poznańskiej Fabryce Łożysk Tocznych,1
Hutę Siechnice,1
Arcybiskupie Poznańskim,1
Młodzieżowego Koła Historycznego im.,1
Politechnice Świętokrzyskiej,1
Fabryce Sprzętu Okrętowego Meblomor,1
Zarządzie Oddziału,1
Tory,1
Wolność Przywrócona Wielkiego Wschodu,1
Komendancie Wojewódzkim Policji ds.,1
ZR Śląska Opolskiego „S”,1
Stalowni Konwertorowej,1
„Ekstrema”,1
Ziemią,1
„Karta”,1
Końskich,1
9 Maja,1
Domu Akademickim Babilon,1
Katedrze Teorii Literatury,1
krytycznoliterackich,1
Leszczynowej,1
Bałtyckich,1
Wojewódzkim Specjalistycznym Zespole Opieki Zdrowotnej nad Matką i Dzieckiem,1
Wojewódzkim Urzędzie Statystycznym w Siedlcach,1
Podlaskiej Grupie Niepodległościowej,1
Pracowni Grawerskiej,1
Siedlecczyźnie,1
Orderem św.,1
Krzyżem Narodowego,1
Hali Olivia,1
„Wiadomościach”,1
Jasnej Góry,1
